Name 1,Name 1 Position,Name 2,Name 2 Position,Weight,Relation Type,Relation Type (Specific),Date Precise,Date General,Papyri No.,Location
Pathelpe/Patthelpe 1,Craftsman,Apollos 107,,,Family,Family,,,,
Niketas 1,,Apollos 11,,,Family,Family,,,,
Komasios 11,,Apollos 110,Domestic Worker,,Family,Family,,,,
Ioseph(i)(o)s 52,,Apollos 114,,,Family,Family,,,,
Ioseph(i)(o)s 57,Farm worker,Apollos 117,,,Family,Family,,,,
Proma(u)os 35,,Apollos 118,Commoner,,Family,Family,,,,
Pi.otou 1,Aristocrat/Government Officials,Apollos 119,Farm worker,,Family,Family,,,,
Herma(o)(u)os 14,,Apollos 12,,,Family,Family,,,,
Ioseph(i)(o)s 60,,Apollos 120,,,Family,Family,,,,
Dios 15,,Apollos 122,,,Family,Family,,,,
Ioseph(i)(o)s 45,,Apollos 124,,,Family,Family,,,,
Herma(o)(u)os 90,Commoner,Apollos 125,,,Family,Family,,,,
Tsenuria,N/A,Apollos 125,,,Family,Family,,,,
Senouthes 25,,Apollos 126,,,Family,Family,,,,
Christophoros 3,Aristocrat/Government Officials,Apollos 127,Craftsman,,Family,Family,,,,
Ioannes 182,,Apollos 128,,,Family,Family,,,,
Pachile 1,,Apollos 13,Aristocrat/Government Officials,,Family,Family,,,,
Phibeas 1,,Apollos 130,,,Family,Family,,,,
Apollos 143,,Apollos 131,,,Family,Family,,,,
Pilatos 1,,Apollos 131,,,Family,Family,,,,
Petros 18,,Apollos 133,,,Family,Family,,,,
Psai(o)s 73,,Apollos 134,,,Family,Family,,,,
Biktor 187,,Apollos 135,Aristocrat/Government Officials,,Family,Family,,,,
Psai(o)s 74,,Apollos 136,Commoner,,Family,Family,,,,
Klech 1,,Apollos 139,,,Family,Family,,,,
Kurikos 2,Farm worker,Apollos 14,,,Family,Family,,,,
Pesaos 1,Commoner,Apollos 14,,,Family,Family,,,,
Pilatos 1,,Apollos 143,,,Family,Family,,,,
Heraïs 5,Aristocrat/Government Officials,Apollos 146,,,Family,Family,,,,
Ioannes 221,,Apollos 146,,,Family,Family,,,,
Ko(n)stantinos 16,,Apollos 146,,,Family,Family,,,,
Maria 33,Commoner,Apollos 146,,,Family,Family,,,,
Phoibammon 153,Craftsman,Apollos 146,,,Family,Family,,,,
Psates 20,,Apollos 146,,,Family,Family,,,,
Christophoros 4A,,Apollos 148,,,Family,Family,,,,
Kosmas 6,,Apollos 149,,,Family,Family,,,,
Thekla 13,,Apollos 149,,,Family,Family,,,,
Theodora 2,Domestic Worker,Apollos 149,,,Family,Family,,,,
Senouthes 32,,Apollos 150,,,Family,Family,,,,
Ioannes 247,,Apollos 151,,,Family,Family,,,,
Psa 1,,Apollos 152,,,Family,Family,,,,
Sibula 1,,Apollos 152,,,Family,Family,,,,
Georgios 24,Commoner,Apollos 155,,,Family,Family,,,,
Menas 68,,Apollos 156,,,Family,Family,,,,
Senouthes 31,,Apollos 157,Craftsman,,Family,Family,,,,
Didumos 3,,Apollos 159,,,Family,Family,,,,
Pebos 1,Religious Personnel,Apollos 16,Aristocrat/Government Officials,,Family,Family,,,,
Kajib 1,Aristocrat/Government Officials,Apollos 17,,,Family,Family,,,,
Psaousaos 2,Aristocrat/Government Officials,Apollos 18,Aristocrat/Government Officials,,Family,Family,,,,
Pekusis 2,Craftsman,Apollos 19,Aristocrat/Government Officials,,Family,Family,,,,
P[ 1,,Apollos 20,,,Family,Family,,,,
Iakob 4,Farm worker,Apollos 21,,,Family,Family,,,,
Ples 1,,Apollos 22,Domestic Worker,,Family,Family,,,,
Tapie 1,,Apollos 22,Domestic Worker,,Family,Family,,,,
Herouogchis 1,,Apollos 24,Aristocrat/Government Officials,,Family,Family,,,,
Phrerios 2,Religious Personnel,Apollos 24,Aristocrat/Government Officials,,Family,Family,,,,
Pkolobos 2,,Apollos 26,Aristocrat/Government Officials,,Family,Family,,,,
Ioseph(i)(o)s 19,,Apollos 38,Farm worker,,Family,Family,,,,
Plok 2,,Apollos 38,Farm worker,,Family,Family,,,,
Therakleia 3,,Apollos 38,Farm worker,,Family,Family,,,,
Biktor 39,Aristocrat/Government Officials,Apollos 39,,,Family,Family,,,,
Ouiktor 1,Aristocrat/Government Officials,Apollos 40,,,Family,Family,,,,
Biktor 42,Aristocrat/Government Officials,Apollos 41,,,Family,Family,,,,
Dau(e)id 4,,Apollos 41,,,Family,Family,,,,
Ioannes 153,,Apollos 41,,,Family,Family,,,,
Ioannes 53,,Apollos 41,,,Family,Family,,,,
Isak(i)(os) 16,,Apollos 41,,,Family,Family,,,,
Isak(i)(os) 39,,Apollos 41,,,Family,Family,,,,
Kostantios 2,,Apollos 41,,,Family,Family,,,,
Mariam 3,,Apollos 41,,,Family,Family,,,,
Pchaeis 1,N/A,Apollos 41,,,Family,Family,,,,
Besis 1,,Apollos 42,Commoner,,Family,Family,,,,
Hibeis 1,Aristocrat/Government Officials,Apollos 43,,,Family,Family,,,,
Herm(e)ias 1,,Apollos 44,,,Family,Family,,,,
Pchichos 1,,Apollos 44,,,Family,Family,,,,
Thaesia 2A,,Apollos 44,,,Family,Family,,,,
Psenthaesis 6,,Apollos 46,,,Family,Family,,,,
Isak(i)(os) 20,,Apollos 47,Commoner,,Family,Family,,,,
Isak(i)(os) 19,,Apollos 48,,,Family,Family,,,,
Herakl(e)ios 10,,Apollos 51,Commoner,,Family,Family,,,,
Herakl(e)ios 10,,Apollos 51,Commoner,,Family,Family,,,,
Palos 5,,Apollos 52,,,Family,Family,,,,
Kallimachos 2,,Apollos 54,,,Family,Family,,,,
Kallinikos 7,Commoner,Apollos 55,,,Family,Family,,,,
Makarios 25,Religious Personnel,Apollos 60,Craftsman,,Family,Family,,,,
Math(e)ias 13,,Apollos 60,Craftsman,,Family,Family,,,,
Pchichis 1,,Apollos 62,,,Family,Family,,,,
Chrussos 2,,Apollos 63,Aristocrat/Government Officials,,Family,Family,,,,
Psachos 4,,Apollos 64,,,Family,Family,,,,
Psai(o)s 45,,Apollos 64,,,Family,Family,,,,
Tbiktor 1,,Apollos 7,,,Family,Family,,,,
Besa(s) 4,Aristocrat/Government Officials,Apollos 76,,,Family,Family,,,,
Paounios 1,Domestic Worker,Apollos 8,Commoner,,Family,Family,,,,
Psai(o)s 54,,Apollos 83,,,Family,Family,,,,
Math(e)ias 14,,Apollos 84,Domestic Worker,,Family,Family,,,,
Ioannes 64,Religious Personnel,Apollos 85,Aristocrat/Government Officials,,Family,Family,,,,
Makarios 15,,Apollos 85,Aristocrat/Government Officials,,Family,Family,,,,
Maria 18,Religious Personnel,Apollos 85,Aristocrat/Government Officials,,Family,Family,,,,
Paulos 21,,Apollos 85,Aristocrat/Government Officials,,Family,Family,,,,
Makarios 39,,Apollos 91,,,Family,Family,,,,
Biktor 143,Farm worker,Apollos 92,,,Family,Family,,,,
Thekla 7,,Apollos 93,,,Family,Family,,,,
Pechaous 1,Aristocrat/Government Officials,Apollos 99,,,Family,Family,,,,
Pesaous 1,,Apollos 99,,,Family,Family,,,,
Papos 2,Aristocrat/Government Officials,Apostolia 1,,,Family,Family,,,,
Pok 1,,Apostolia 1,,,Family,Family,,,,
Menas 58,,Arames 1,,,Family,Family,,,,
Palumon 1,,Ares 1,,,Family,Family,,,,
Phoibammon 75,,Ariston 1,,,Family,Family,,,,
Tal.[ 1,,Aron 2,,,Family,Family,,,,
Kuris 1,,Aron 3,,,Family,Family,,,,
Ioannes 24,,Arsas 1,,,Family,Family,,,,
Kuros 20,,Artemidoros 1,,,Family,Family,,,,
Sim( ) 1,N/A,Artemidoros 1,,,Family,Family,,,,
Biktor 89,Aristocrat/Government Officials,Aseneth 1,Craftsman,,Family,Family,,,,
Phoibammon 97,,Asklas 1,,,Family,Family,,,,
Dorotheos 2,,Asklepios 1,Commoner,,Family,Family,,,,
Maria 31,,Asteria 1,,,Family,Family,,,,
Mousaios 49,Commoner,Ates 1,,,Family,Family,,,,
Epanakios 1,,Athanasia 4,,,Family,Family,,,,
Konon 5,,Athanasia 4,,,Family,Family,,,,
Kosmas 5,,Athanasia 4,,,Family,Family,,,,
Kuros 29,,Athanasia 4,,,Family,Family,,,,
Psios 1,,Athanasia 4,,,Family,Family,,,,
Theodoros 14,Commoner,Athanasia 4,,,Family,Family,,,,
Phoibammon 128,,Athanasios 2,,,Family,Family,,,,
Eustochios 2,,Athanasios 4,,,Family,Family,,,,
Kometas 2,Craftsman,Athanasios 4,,,Family,Family,,,,
Kurillos 1,,Athanasios 4,,,Family,Family,,,,
Herakl(e)ios 27,Aristocrat/Government Officials,Atik 1,,,Family,Family,,,,
Mouses 2,,Atrep( ) 1,,,Family,Family,,,,
Biktor 209,,Auanthos 1,,,Family,Family,,,,
Ioannes 218,,Auanthos 1,,,Family,Family,,,,
Phoibammon 148,,Auanthos 1,,,Family,Family,,,,
Sophia 16,,Auanthos 1,,,Family,Family,,,,
Thaumaste 1,,Auanthos 1,,,Family,Family,,,,
Paulos 32,,Azarias 1,,,Family,Family,,,,
Herakl(e)ios 22,Commoner,Balantios 1,,,Family,Family,,,,
Ioannes 150,Aristocrat/Government Officials,Balantios 1,,,Family,Family,,,,
Talous 5,,Balantios 1,,,Family,Family,,,,
Zo[ 1,,Basilios 1,,,Family,Family,,,,
Mele[ 1,,Basilios 2,Commoner,,Family,Family,,,,
Dios 17,,Batres 1,,,Family,Family,,,,
Herme 1,N/A,Batres 1,,,Family,Family,,,,
Matrona 1,,Besa(s) 1,,,Family,Family,,,,
Delmatios 1,Commoner,Besa(s) 2,,,Family,Family,,,,
Isak(i)(os) 24,,Besa(s) 3,Aristocrat/Government Officials,,Family,Family,,,,
Maria 39,,Besa(s) 7,,,Family,Family,,,,
Petros 25,Domestic Worker,Besa(s) 7,,,Family,Family,,,,
Dioskoros 18A,Aristocrat/Government Officials,Besarion 11A,Religious Personnel,,Family,Family,,,,
Kuros 27,,Besarion 12,,,Family,Family,,,,
Besarion 14,,Besarion 13,Commoner,,Family,Family,,,,
Eirene 7,,Besarion 13,Commoner,,Family,Family,,,,
Iakob 26,,Besarion 13,Commoner,,Family,Family,,,,
Talous 9,,Besarion 13,Commoner,,Family,Family,,,,
Eirene 7,,Besarion 14,,,Family,Family,,,,
Iakob 26,,Besarion 14,,,Family,Family,,,,
Ouetranios 1,Commoner,Besarion 14,,,Family,Family,,,,
Phoibammon 142,,Besarion 14,,,Family,Family,,,,
Rachel 17,,Besarion 14,,,Family,Family,,,,
Talous 9,,Besarion 14,,,Family,Family,,,,
Thekla 10,,Besarion 14,,,Family,Family,,,,
Ioannes 84,,Besarion 4,,,Family,Family,,,,
Dioskoros 17,Commoner,Besarion 9,Commoner,,Family,Family,,,,
Sarapion 5,,Besis 10,Religious Personnel,,Family,Family,,,,
Biktor 120,,Besis 11,Farm worker,,Family,Family,,,,
Biktor 132,,Besis 12,,,Family,Family,,,,
Eirene 3,Commoner,Besis 13,,,Family,Family,,,,
Psai(o)s 72,,Besis 14,Aristocrat/Government Officials,,Family,Family,,,,
Tasais 1,,Besis 14,Aristocrat/Government Officials,,Family,Family,,,,
Biktor 197,,Besis 15,,,Family,Family,,,,
Phoibammon 138,Farm worker,Besis 16,,,Family,Family,,,,
Tabes 2,N/A,Besis 16,,,Family,Family,,,,
Pouoris 2,,Besis 17,Aristocrat/Government Officials,,Family,Family,,,,
Leontios 1,,Besis 2,Farm worker,,Family,Family,,,,
Psimanobet 9,Farm worker,Besis 4,,,Family,Family,,,,
Sakkos 3,,Besis 4,,,Family,Family,,,,
Ioannes 103,,Besis 8,Commoner,,Family,Family,,,,
Ioannes 97,,Beskouis 1,Farm worker,,Family,Family,,,,
Proma(u)os 8,,Beskouis 2,Craftsman,,Family,Family,,,,
Proma(u)os 21,Domestic Worker,Beskouis 3,,,Family,Family,,,,
Ioannes 154,,Beskouis 6,Merchant,,Family,Family,,,,
Isak(i)(os) 45,Aristocrat/Government Officials,Beskouis 6,Merchant,,Family,Family,,,,
Papnouthis 21,Aristocrat/Government Officials,Beskouis 7,,,Family,Family,,,,
Herma(o)(u)os 46,,Bessemis 1,Aristocrat/Government Officials,,Family,Family,,,,
Ioannes 80,,Bessemis 1,Aristocrat/Government Officials,,Family,Family,,,,
Biktor 94,,Bessemis 2,Farm worker,,Family,Family,,,,
Kallinikos 5,,Besslitos 1,Religious Personnel,,Family,Family,,,,
Bessourous 3,Religious Personnel,Bessourous 2,,,Family,Family,,,,
Herma(o)(u)os 30,,Bessourous 2,,,Family,Family,,,,
Ieremias 9,,Bessourous 2,,,Family,Family,,,,
Rebekka 3,Religious Personnel,Bessourous 2,,,Family,Family,,,,
Ieremias 9,,Bessourous 3,Religious Personnel,,Family,Family,,,,
Rebekka 3,Religious Personnel,Bessourous 3,Religious Personnel,,Family,Family,,,,
Proma(u)os 10,,Bessourous 4,,,Family,Family,,,,
Eulogios 4,,Bessourous 5,,,Family,Family,,,,
Mariam 2,Craftsman,Bessourous 5,,,Family,Family,,,,
Sophia 11,,Bessourous 5,,,Family,Family,,,,
Megme 1,Aristocrat/Government Officials,Biklos 1,,,Family,Family,,,,
Papos 1,,Biktor 10,,,Family,Family,,,,
Sane 1,Aristocrat/Government Officials,Biktor 10,,,Family,Family,,,,
Koleuchia 3,,Biktor 101,,,Family,Family,,,,
Maria 11,,Biktor 102,Farm worker,,Family,Family,,,,
Ptores 1,,Biktor 102,Farm worker,,Family,Family,,,,
Rachel 6,,Biktor 102,Farm worker,,Family,Family,,,,
Makarios 27,,Biktor 104,Farm worker,,Family,Family,,,,
Elisabet 1,Aristocrat/Government Officials,Biktor 107,,,Family,Family,,,,
Kastor 1,,Biktor 111,,,Family,Family,,,,
Phanaan 1,Domestic Worker,Biktor 112,,,Family,Family,,,,
Psenthaesis 22,,Biktor 112,,,Family,Family,,,,
Maria 12,Aristocrat/Government Officials,Biktor 115,Commoner,,Family,Family,,,,
Mousaios 31,Merchant,Biktor 115,Commoner,,Family,Family,,,,
Phoibammon 61,Aristocrat/Government Officials,Biktor 115,Commoner,,Family,Family,,,,
Bottos 11,,Biktor 117,,,Family,Family,,,,
Paoomthos 1,,Biktor 119,,,Family,Family,,,,
Tchone 1,,Biktor 12,Farm worker,,Family,Family,,,,
Isak(i)(os) 39,,Biktor 121,,,Family,Family,,,,
Chrestes 5,Farm worker,Biktor 124,Commoner,,Family,Family,,,,
Eudoxia 5,Farm worker,Biktor 124,Commoner,,Family,Family,,,,
Pelemon 1,Aristocrat/Government Officials,Biktor 126,Craftsman,,Family,Family,,,,
Phoibammon 79,,Biktor 126,Craftsman,,Family,Family,,,,
Tagape 4,,Biktor 126,Craftsman,,Family,Family,,,,
Paulos 20,,Biktor 129,Domestic Worker,,Family,Family,,,,
Psenthaesis 2,,Biktor 13,,,Family,Family,,,,
Christophoros 1,Farm worker,Biktor 130,,,Family,Family,,,,
Pesmos 3,,Biktor 134,,,Family,Family,,,,
Senamounios 1,Commoner,Biktor 135,,,Family,Family,,,,
Ioannes 139,,Biktor 137,,,Family,Family,,,,
Psai(o)s 61,,Biktor 138,,,Family,Family,,,,
Phanes 3,,Biktor 14,Commoner,,Family,Family,,,,
Phoibammon 82,,Biktor 144,,,Family,Family,,,,
Phoibammon 98,Aristocrat/Government Officials,Biktor 144,,,Family,Family,,,,
Senouthes 16,Aristocrat/Government Officials,Biktor 146,,,Family,Family,,,,
Pses 1,Commoner,Biktor 15,Commoner,,Family,Family,,,,
Kollouthos 28,,Biktor 150,Farm worker,,Family,Family,,,,
Phoibammon 102,,Biktor 150,Farm worker,,Family,Family,,,,
Proma(u)os 31,Commoner,Biktor 152,,,Family,Family,,,,
Pesmos 1,,Biktor 153,,,Family,Family,,,,
Senouthes 18,,Biktor 154,Commoner,,Family,Family,,,,
Tachumia 3,,Biktor 155,,,Family,Family,,,,
Parash 2,Commoner,Biktor 156,Aristocrat/Government Officials,,Family,Family,,,,
Herakl(e)ios 4,,Biktor 16,,,Family,Family,,,,
Pathalme 1,,Biktor 162,Commoner,,Family,Family,,,,
Tapau 1,,Biktor 163,,,Family,Family,,,,
Ioannes 156,,Biktor 166,,,Family,Family,,,,
Ioannes 155,Aristocrat/Government Officials,Biktor 167,,,Family,Family,,,,
Psim..e…[ 1,N/A,Biktor 168,Religious Personnel,,Family,Family,,,,
Heraïs 4,,Biktor 169,,,Family,Family,,,,
Pchaeis 1,N/A,Biktor 170,Commoner,,Family,Family,,,,
Paulos 27,Craftsman,Biktor 171,,,Family,Family,,,,
Pses 2,Commoner,Biktor 175,,,Family,Family,,,,
Psoïos 4,Commoner,Biktor 175,,,Family,Family,,,,
Psai(o)s 70,Commoner,Biktor 177,,,Family,Family,,,,
Serenos 3,,Biktor 18,,,Family,Family,,,,
Ieremias 20,,Biktor 183,Commoner,,Family,Family,,,,
Iezekiel 1,,Biktor 184,,,Family,Family,,,,
Ioannes 172,,Biktor 187A,,,Family,Family,,,,
Phoibammon 124,,Biktor 188,,,Family,Family,,,,
Ioannes 185,,Biktor 192,,,Family,Family,,,,
Psai(o)s 76,,Biktor 193,,,Family,Family,,,,
Ioannes 191,,Biktor 196,,,Family,Family,,,,
Ioannes 191,,Biktor 196,,,Family,Family,,,,
Tsenpatermouthia 1,,Biktor 196,,,Family,Family,,,,
Chrestes 2,,Biktor 20,,,Family,Family,,,,
Helene 3,Aristocrat/Government Officials,Biktor 200,,,Family,Family,,,,
Ioannes 196,,Biktor 200,,,Family,Family,,,,
Diogenes 1,,Biktor 201,,,Family,Family,,,,
Kollouthos 16,,Biktor 203,,,Family,Family,,,,
Phoibammon 1,,Biktor 203,,,Family,Family,,,,
Triadelphos 1,Aristocrat/Government Officials,Biktor 203,,,Family,Family,,,,
Herm(e)ias 21,,Biktor 204,,,Family,Family,,,,
Makarios 54,,Biktor 207,Commoner,,Family,Family,,,,
Biktorine 1,Aristocrat/Government Officials,Biktor 208,,,Family,Family,,,,
Ioannes 218,,Biktor 209,,,Family,Family,,,,
Phoibammon 148,,Biktor 209,,,Family,Family,,,,
Sophia 16,,Biktor 209,,,Family,Family,,,,
Thaumaste 1,,Biktor 209,,,Family,Family,,,,
Ision 3,Commoner,Biktor 210,,,Family,Family,,,,
Kollouthos 50,,Biktor 210,,,Family,Family,,,,
Asteria 1,,Biktor 211,,,Family,Family,,,,
Maria 31,,Biktor 211,,,Family,Family,,,,
Menas 62,,Biktor 211,,,Family,Family,,,,
Dorotheos 12,,Biktor 213,,,Family,Family,,,,
Kallinikos 17,Aristocrat/Government Officials,Biktor 213,,,Family,Family,,,,
Kollouthos 36,Aristocrat/Government Officials,Biktor 213,,,Family,Family,,,,
Markos 3,,Biktor 213,,,Family,Family,,,,
Dios 19,,Biktor 214,Craftsman,,Family,Family,,,,
Ioulios 5,Craftsman,Biktor 214,Craftsman,,Family,Family,,,,
Theodosios 19,,Biktor 214,Craftsman,,Family,Family,,,,
Kollouthos 54,,Biktor 215,,,Family,Family,,,,
]pa Koridi 1,,Biktor 216,,,Family,Family,,,,
Anonymous 144,,Biktor 216,,,Family,Family,,,,
Kuros 26,Farm worker,Biktor 216,,,Family,Family,,,,
Heraïs 6,,Biktor 217,,,Family,Family,,,,
Maria 36,,Biktor 217,,,Family,Family,,,,
Maria 36A,,Biktor 218,Commoner,,Family,Family,,,,
Philemmon 1,,Biktor 218,Commoner,,Family,Family,,,,
Ioannes 228,Religious Personnel,Biktor 219,,,Family,Family,,,,
Patermouthis 1A,,Biktor 22,Aristocrat/Government Officials,,Family,Family,,,,
Kollouthos 55,,Biktor 220,,,Family,Family,,,,
Georgios 21,,Biktor 221,Religious Personnel,,Family,Family,,,,
H….. 1,,Biktor 221,Religious Personnel,,Family,Family,,,,
Ioannes 229,,Biktor 221,Religious Personnel,,Family,Family,,,,
Leontia 4,,Biktor 221,Religious Personnel,,Family,Family,,,,
Melios 1,,Biktor 221,Religious Personnel,,Family,Family,,,,
Phoibammon 11,,Biktor 222,,,Family,Family,,,,
Thomas 13,Aristocrat/Government Officials,Biktor 222,,,Family,Family,,,,
Herm(e)ias 23,,Biktor 223,,,Family,Family,,,,
Iezekiel 5,,Biktor 225,,,Family,Family,,,,
Kornelios 4,,Biktor 226,Aristocrat/Government Officials,,Family,Family,,,,
Maria 42,,Biktor 226,Aristocrat/Government Officials,,Family,Family,,,,
Eirene 8,,Biktor 227,,,Family,Family,,,,
Menas 69,,Biktor 227,,,Family,Family,,,,
Ioannes 241,,Biktor 228,,,Family,Family,,,,
Ioannes 250,,Biktor 229,,,Family,Family,,,,
Komasios 15,,Biktor 230,,,Family,Family,,,,
Kostantios 3,,Biktor 233,,,Family,Family,,,,
Makarios 12,Craftsman,Biktor 233,,,Family,Family,,,,
Pteron 1,,Biktor 234,Farm worker,,Family,Family,,,,
Kai[ 1,,Biktor 24,,,Family,Family,,,,
Eucharistia 1,,Biktor 31,,,Family,Family,,,,
Parthenion 1,,Biktor 31,,,Family,Family,,,,
Soutes 1,,Biktor 31,,,Family,Family,,,,
Iakob 34,,Biktor 32,,,Family,Family,,,,
Plaketas 1,Commoner,Biktor 33,,,Family,Family,,,,
Psai(o)s 3,,Biktor 34,,,Family,Family,,,,
Iezekiel 1A,,Biktor 35,Religious Personnel,,Family,Family,,,,
Dau(e)id 4,,Biktor 42,Aristocrat/Government Officials,,Family,Family,,,,
Ioannes 153,,Biktor 42,Aristocrat/Government Officials,,Family,Family,,,,
Ioannes 53,,Biktor 42,Aristocrat/Government Officials,,Family,Family,,,,
Isak(i)(os) 16,,Biktor 42,Aristocrat/Government Officials,,Family,Family,,,,
Kostantios 2,,Biktor 42,Aristocrat/Government Officials,,Family,Family,,,,
Mariam 3,,Biktor 42,Aristocrat/Government Officials,,Family,Family,,,,
Kaleouakis 1,,Biktor 43,,,Family,Family,,,,
Psai(o)s 17,,Biktor 43,,,Family,Family,,,,
Psai(o)s 20,,Biktor 44,Religious Personnel,,Family,Family,,,,
Tachumia 2,,Biktor 44,Religious Personnel,,Family,Family,,,,
Psai(o)s 18,Aristocrat/Government Officials,Biktor 45,,,Family,Family,,,,
Simes 1,,Biktor 45,,,Family,Family,,,,
Elias 2,,Biktor 46,,,Family,Family,,,,
Herma(o)(u)os 22,,Biktor 46,,,Family,Family,,,,
Proma(u)os 7,Craftsman,Biktor 47,,,Family,Family,,,,
Iakob 10,,Biktor 48,Farm worker,,Family,Family,,,,
Sansneus 2,Religious Personnel,Biktor 49,,,Family,Family,,,,
Eibas 1,,Biktor 51,,,Family,Family,,,,
Ioannes 62,,Biktor 51,,,Family,Family,,,,
Pousim 1,,Biktor 52,,,Family,Family,,,,
Psai(o)s 24,,Biktor 52,,,Family,Family,,,,
Psenthaesis 4,Aristocrat/Government Officials,Biktor 53,,,Family,Family,,,,
Psempnouthi(o)s 6,,Biktor 58,,,Family,Family,,,,
Makarios 14,Aristocrat/Government Officials,Biktor 59,Aristocrat/Government Officials,,Family,Family,,,,
Ioannes 6,,Biktor 6,,,Family,Family,,,,
Hatres 4,Domestic Worker,Biktor 63,,,Family,Family,,,,
Tsouroose 1,,Biktor 63,,,Family,Family,,,,
Elias 4,,Biktor 64,,,Family,Family,,,,
Nemesianos 2,,Biktor 64,,,Family,Family,,,,
Theodosia 1,,Biktor 64,,,Family,Family,,,,
Theodosia 1,,Biktor 64,,,Family,Family,,,,
Paniskos 1,,Biktor 65,Commoner,,Family,Family,,,,
Phoibammon 51,Aristocrat/Government Officials,Biktor 66,,,Family,Family,,,,
Taoua... 1,,Biktor 66,,,Family,Family,,,,
Chargaus 1,,Biktor 67,Domestic Worker,,Family,Family,,,,
Herm(e)ias 2,Aristocrat/Government Officials,Biktor 68,,,Family,Family,,,,
Elias 3,,Biktor 69,Craftsman,,Family,Family,,,,
Thekla 3,,Biktor 70,,,Family,Family,,,,
Ioseph(i)(o)s 20,Aristocrat/Government Officials,Biktor 71,Aristocrat/Government Officials,,Family,Family,,,,
Kuriakos 6,,Biktor 72,,,Family,Family,,,,
.obos 1,,Biktor 73,,,Family,Family,,,,
Helene 5,Religious Personnel,Biktor 73,,,Family,Family,,,,
Mariam 13,,Biktor 73,,,Family,Family,,,,
Romanos 1,Religious Personnel,Biktor 73,,,Family,Family,,,,
Papnouthis 15,,Biktor 74,Farm worker,,Family,Family,,,,
Psachos 2,,Biktor 74,Farm worker,,Family,Family,,,,
Tsenbiktor 1,,Biktor 74,Farm worker,,Family,Family,,,,
Suros 1,Craftsman,Biktor 76,Aristocrat/Government Officials,,Family,Family,,,,
Iakob 18,,Biktor 76A,,,Family,Family,,,,
Ioannes 83,Craftsman,Biktor 77,,,Family,Family,,,,
Pirion 2,Commoner,Biktor 78,,,Family,Family,,,,
Herma(o)(u)os 49,,Biktor 81,Aristocrat/Government Officials,,Family,Family,,,,
Triadelphos 4,,Biktor 83,,,Family,Family,,,,
Makarios 21,,Biktor 85,Aristocrat/Government Officials,,Family,Family,,,,
Psai(o)s 41,,Biktor 85,Aristocrat/Government Officials,,Family,Family,,,,
Sansneus 6,,Biktor 86,,,Family,Family,,,,
Iakob 17,,Biktor 88,Farm worker,,Family,Family,,,,
Euprepeia 1,Commoner,Biktor 9,,,Family,Family,,,,
Mousaios 27,,Biktor 90,,,Family,Family,,,,
Mousaios 20,,Biktor 91,,,Family,Family,,,,
Mousaios 35,,Biktor 92,,,Family,Family,,,,
Timotheos 4,,Biktor 93,,,Family,Family,,,,
Pauos 7,Aristocrat/Government Officials,Biktor 95,Farm worker,,Family,Family,,,,
Psai(o)s 44,,Biktor 96,,,Family,Family,,,,
Ioannes 217,,Biktorine 1,Aristocrat/Government Officials,,Family,Family,,,,
Philadelphia 1,,Biktorine 1,Aristocrat/Government Officials,,Family,Family,,,,
Phoibammon 149,,Biktorine 1,Aristocrat/Government Officials,,Family,Family,,,,
Bottos 10,,Bottos 1,,,Family,Family,,,,
Proma(u)os 4,Soldier,Bottos 1,,,Family,Family,,,,
Proma(u)os 4,Soldier,Bottos 10,,,Family,Family,,,,
Herma(o)(u)os 76,,Bottos 13,,,Family,Family,,,,
Herma(o)(u)os 17,,Bottos 4,,,Family,Family,,,,
Anouphi(o)s 12,,Bottos 6,,,Family,Family,,,,
Tapeous 1,Farm worker,Bottos 6,,,Family,Family,,,,
Paus 1,,Bottos 7,Craftsman,,Family,Family,,,,
Maria 15,,Bottos 9,,,Family,Family,,,,
Loukanos 2,,Chairemon 3,,,Family,Family,,,,
Isidoros 4,,Chairemon 4,,,Family,Family,,,,
Sophia 7,Religious Personnel,Chairemon 5,Aristocrat/Government Officials,,Family,Family,,,,
Sophia 7,Religious Personnel,Chairemon 5,Aristocrat/Government Officials,,Family,Family,,,,
Tasia 2,Commoner,Chairemon 6,,,Family,Family,,,,
Pamoth( ) 1,Aristocrat/Government Officials,Chairemon 7,,,Family,Family,,,,
Loukanos 4,,Chairemon 8,,,Family,Family,,,,
Ioannes 157,,Charisios 14,,,Family,Family,,,,
Ioannes 35,,Charisios 3,,,Family,Family,,,,
Herma(o)(u)os 15,,Charisios 4,,,Family,Family,,,,
Psimanobet 3,Commoner,Charisios 5,Commoner,,Family,Family,,,,
Sourous 1,,Charisios 6,,,Family,Family,,,,
Herma(o)(u)os 1,Commoner,Chichois 1,,,Family,Family,,,,
Menas 71,,Chichois 2,,,Family,Family,,,,
Enoch 18,,Cholos 1,Aristocrat/Government Officials,,Family,Family,,,,
Enoch 21,,Cholos 1,Aristocrat/Government Officials,,Family,Family,,,,
Psenthaesis 30,,Cholos 1,Aristocrat/Government Officials,,Family,Family,,,,
Dioskoros 25,,Cholos 3,,,Family,Family,,,,
Eudoxia 7,,Cholos 3,,,Family,Family,,,,
Herma(o)(u)os 35,,Choros 1,,,Family,Family,,,,
Phoibammon 52,,Choros 1,,,Family,Family,,,,
Ioannes 79,,Chrestes 4,,,Family,Family,,,,
